TjÃ¤nstekontrakt	Konsument HSA-id	Konsument beskrivning	Logisk Adressat HSA-id	Logisk Adressat beskrivning	Producent HSA-id	Producent beskrivning	Producent URL
urn:riv:crm:carelisting:GetListing:1:rivtabp20	SE2321000016-532S	MVK	12	Skåne (länskod)	Skåne - Listning	Skåne - Listning	https://82.136.144.143/RS/IP/RelayServiceDmz.svc
urn:riv:crm:carelisting:GetListing:1:rivtabp20	HSASERVICES-100M	TP Administration, SITHS V3	12	Skåne (länskod)	Skåne - Listning	Skåne - Listning	https://82.136.144.143/RS/IP/RelayServiceDmz.svc
urn:riv:crm:carelisting:GetListing:1:rivtabp20	HSASERVICES-10J5	1177 Sjukhusvårdsrådgivningens rådgivningsstöd SLL - Listning	12	Skåne (länskod)	Skåne - Listning	Skåne - Listning	https://82.136.144.143/RS/IP/RelayServiceDmz.svc
urn:riv:crm:carelisting:GetListingTypes:1:rivtabp20	SE2321000016-532S	MVK	12	Skåne (länskod)	Skåne - Listning	Skåne - Listning	https://82.136.144.143/RS/IP/RelayServiceDmz.svc
urn:riv:crm:carelisting:GetListingTypes:1:rivtabp20	HSASERVICES-100M	TP Administration, SITHS V3	12	Skåne (länskod)	Skåne - Listning	Skåne - Listning	https://82.136.144.143/RS/IP/RelayServiceDmz.svc
urn:riv:crm:carelisting:GetAvailableFacilities:1:rivtabp20	HSASERVICES-100M	TP Administration, SITHS V3	12	Skåne (länskod)	Skåne - Listning	Skåne - Listning	https://82.136.144.143/RS/IP/RelayServiceDmz.svc
urn:riv:crm:carelisting:GetAvailableFacilities:1:rivtabp20	SE2321000016-532S	MVK	12	Skåne (länskod)	Skåne - Listning	Skåne - Listning	https://82.136.144.143/RS/IP/RelayServiceDmz.svc
urn:riv:crm:carelisting:CreateListing:1:rivtabp20	SE2321000016-532S	MVK	12	Skåne (länskod)	Skåne - Listning	Skåne - Listning	https://82.136.144.143/RS/IP/RelayServiceDmz.svc
urn:riv:crm:carelisting:CreateListing:1:rivtabp20	HSASERVICES-100M	TP Administration, SITHS V3	12	Skåne (länskod)	Skåne - Listning	Skåne - Listning	https://82.136.144.143/RS/IP/RelayServiceDmz.svc
urn:riv:crm:carelisting:GetPersonQueueStatus:1:rivtabp20	SE2321000016-532S	MVK	12	Skåne (länskod)	Skåne - Listning	Skåne - Listning	https://82.136.144.143/RS/IP/RelayServiceDmz.svc
urn:riv:crm:carelisting:GetPersonQueueStatus:1:rivtabp20	HSASERVICES-100M	TP Administration, SITHS V3	12	Skåne (länskod)	Skåne - Listning	Skåne - Listning	https://82.136.144.143/RS/IP/RelayServiceDmz.svc
urn:riv:crm:carelisting:GetListing:1:rivtabp20	SE2321000016-532S	MVK	13	Halland (länskod)	SE162321000115-F10010 - GL	Halland - GetListing	https://vardval.lthalland.sjunet.org/nlt/gl/GetListing.asmx
urn:riv:crm:carelisting:GetListing:1:rivtabp20	HSASERVICES-100M	TP Administration, SITHS V3	13	Halland (länskod)	SE162321000115-F10010 - GL	Halland - GetListing	https://vardval.lthalland.sjunet.org/nlt/gl/GetListing.asmx
urn:riv:crm:carelisting:GetListing:1:rivtabp20	HSASERVICES-10J5	1177 Sjukhusvårdsrådgivningens rådgivningsstöd SLL - Listning	13	Halland (länskod)	SE162321000115-F10010 - GL	Halland - GetListing	https://vardval.lthalland.sjunet.org/nlt/gl/GetListing.asmx
urn:riv:crm:carelisting:GetAvailableFacilities:1:rivtabp20	HSASERVICES-100M	TP Administration, SITHS V3	13	Halland (länskod)	SE162321000115-F10010 - GAF	Halland - GetAvailableFacilities	https://vardval.lthalland.sjunet.org/nlt/gaf/GetAvailableFacilities.asmx
urn:riv:crm:carelisting:GetAvailableFacilities:1:rivtabp20	SE2321000016-532S	MVK	13	Halland (länskod)	SE162321000115-F10010 - GAF	Halland - GetAvailableFacilities	https://vardval.lthalland.sjunet.org/nlt/gaf/GetAvailableFacilities.asmx
urn:riv:crm:carelisting:CreateListing:1:rivtabp20	SE2321000016-532S	MVK	13	Halland (länskod)	SE162321000115-F10010 - CL	Halland - CreateListing	https://vardval.lthalland.sjunet.org/nlt/cl/CreateListing.asmx
urn:riv:crm:carelisting:CreateListing:1:rivtabp20	HSASERVICES-100M	TP Administration, SITHS V3	13	Halland (länskod)	SE162321000115-F10010 - CL	Halland - CreateListing	https://vardval.lthalland.sjunet.org/nlt/cl/CreateListing.asmx
urn:riv:crm:carelisting:GetListingTypes:1:rivtabp20	SE2321000016-532S	MVK	13	Halland (länskod)	SE162321000115-F10010 - GLT	Halland - GetListingTypes	https://vardval.lthalland.sjunet.org/nlt/glt/GetListingTypes.asmx
urn:riv:crm:carelisting:GetListingTypes:1:rivtabp20	HSASERVICES-100M	TP Administration, SITHS V3	13	Halland (länskod)	SE162321000115-F10010 - GLT	Halland - GetListingTypes	https://vardval.lthalland.sjunet.org/nlt/glt/GetListingTypes.asmx
urn:riv:crm:carelisting:GetPersonQueueStatus:1:rivtabp20	SE2321000016-532S	MVK	13	Halland (länskod)	SE162321000115-F10010 - GPQS	Halland - GetPersonQueueStatus	https://vardval.lthalland.sjunet.org/nlt/gpqs/GetPersonQueueStatus.asmx
urn:riv:crm:carelisting:GetPersonQueueStatus:1:rivtabp20	HSASERVICES-100M	TP Administration, SITHS V3	13	Halland (länskod)	SE162321000115-F10010 - GPQS	Halland - GetPersonQueueStatus	https://vardval.lthalland.sjunet.org/nlt/gpqs/GetPersonQueueStatus.asmx
urn:riv:crm:carelisting:CreateListing:1:rivtabp20	SE2321000016-532S	MVK	14	Västra Götaland (länskod)	SE2321000131-S000000013502 - CL	VGR - RTjP - CreateListing - RIVTA20	https://rtjp.vgregion.sjunet.org:40200/vp/CreateListing/1/rivtabp20
urn:riv:crm:carelisting:CreateListing:1:rivtabp20	HSASERVICES-100M	TP Administration, SITHS V3	14	Västra Götaland (länskod)	SE2321000131-S000000013502 - CL	VGR - RTjP - CreateListing - RIVTA20	https://rtjp.vgregion.sjunet.org:40200/vp/CreateListing/1/rivtabp20
urn:riv:crm:carelisting:GetAvailableFacilities:1:rivtabp20	SE2321000016-532S	MVK	14	Västra Götaland (länskod)	SE2321000131-S000000013502 - GAF	VGR - RTjP - GetAvailableFacilities - RIVTA20	https://rtjp.vgregion.sjunet.org:40200/vp/GetAvailableFacilities/1/rivtabp20
urn:riv:crm:carelisting:GetAvailableFacilities:1:rivtabp20	HSASERVICES-100M	TP Administration, SITHS V3	14	Västra Götaland (länskod)	SE2321000131-S000000013502 - GAF	VGR - RTjP - GetAvailableFacilities - RIVTA20	https://rtjp.vgregion.sjunet.org:40200/vp/GetAvailableFacilities/1/rivtabp20
urn:riv:crm:carelisting:GetListing:1:rivtabp20	SE2321000016-532S	MVK	14	Västra Götaland (länskod)	SE2321000131-S000000013502 - GL	VGR - RTjP - GetListing - RIVTA20	https://rtjp.vgregion.sjunet.org:40200/vp/GetListing/1/rivtabp20
urn:riv:crm:carelisting:GetListing:1:rivtabp20	HSASERVICES-10J5	1177 Sjukhusvårdsrådgivningens rådgivningsstöd SLL - Listning	14	Västra Götaland (länskod)	SE2321000131-S000000013502 - GL	VGR - RTjP - GetListing - RIVTA20	https://rtjp.vgregion.sjunet.org:40200/vp/GetListing/1/rivtabp20
urn:riv:crm:carelisting:GetListing:1:rivtabp20	HSASERVICES-100M	TP Administration, SITHS V3	14	Västra Götaland (länskod)	SE2321000131-S000000013502 - GL	VGR - RTjP - GetListing - RIVTA20	https://rtjp.vgregion.sjunet.org:40200/vp/GetListing/1/rivtabp20
urn:riv:crm:carelisting:GetListingTypes:1:rivtabp20	SE2321000016-532S	MVK	14	Västra Götaland (länskod)	SE2321000131-S000000013502 - GLT	VGR - RTjP - GetListingTypes - RIVTA20	https://rtjp.vgregion.sjunet.org:40200/vp/GetListingTypes/1/rivtabp20
urn:riv:crm:carelisting:GetListingTypes:1:rivtabp20	HSASERVICES-100M	TP Administration, SITHS V3	14	Västra Götaland (länskod)	SE2321000131-S000000013502 - GLT	VGR - RTjP - GetListingTypes - RIVTA20	https://rtjp.vgregion.sjunet.org:40200/vp/GetListingTypes/1/rivtabp20
urn:riv:crm:carelisting:GetPersonQueueStatus:1:rivtabp20	SE2321000016-532S	MVK	14	Västra Götaland (länskod)	SE2321000131-S000000013502 - GPQS	VGR - RTjP - GetPersonQueueStatus - RIVTA20	https://rtjp.vgregion.sjunet.org:40200/vp/GetPersonQueueStatus/1/rivtabp20
urn:riv:crm:carelisting:GetPersonQueueStatus:1:rivtabp20	HSASERVICES-100M	TP Administration, SITHS V3	14	Västra Götaland (länskod)	SE2321000131-S000000013502 - GPQS	VGR - RTjP - GetPersonQueueStatus - RIVTA20	https://rtjp.vgregion.sjunet.org:40200/vp/GetPersonQueueStatus/1/rivtabp20
urn:riv:crm:carelisting:CreateListing:1:rivtabp20	SE2321000016-532S	MVK	18	Örebro (länskod)	SE2321000164-101F - CL	ÖLL - CreateListing - RIVTA20	https://mvkhalsoval.orebroll.sjunet.org/serviceimplCreateListning.svc
urn:riv:crm:carelisting:CreateListing:1:rivtabp20	HSASERVICES-100M	TP Administration, SITHS V3	18	Örebro (länskod)	SE2321000164-101F - CL	ÖLL - CreateListing - RIVTA20	https://mvkhalsoval.orebroll.sjunet.org/serviceimplCreateListning.svc
urn:riv:crm:carelisting:GetAvailableFacilities:1:rivtabp20	SE2321000016-532S	MVK	18	Örebro (länskod)	SE2321000164-101F - GAF	ÖLL - GetAvailableFacilities - RIVTA20	https://mvkhalsoval.orebroll.sjunet.org/serviceimplGetAvailableFacilitiesInteraction.svc
urn:riv:crm:carelisting:GetAvailableFacilities:1:rivtabp20	HSASERVICES-100M	TP Administration, SITHS V3	18	Örebro (länskod)	SE2321000164-101F - GAF	ÖLL - GetAvailableFacilities - RIVTA20	https://mvkhalsoval.orebroll.sjunet.org/serviceimplGetAvailableFacilitiesInteraction.svc
urn:riv:crm:carelisting:GetListing:1:rivtabp20	HSASERVICES-100M	TP Administration, SITHS V3	18	Örebro (länskod)	SE2321000164-101F - GL	ÖLL - GetListing - RIVTA20	https://mvkhalsoval.orebroll.sjunet.org/serviceimplGetListing.svc
urn:riv:crm:carelisting:GetListing:1:rivtabp20	SE2321000016-532S	MVK	18	Örebro (länskod)	SE2321000164-101F - GL	ÖLL - GetListing - RIVTA20	https://mvkhalsoval.orebroll.sjunet.org/serviceimplGetListing.svc
urn:riv:crm:carelisting:GetListing:1:rivtabp20	HSASERVICES-10J5	1177 Sjukhusvårdsrådgivningens rådgivningsstöd SLL - Listning	18	Örebro (länskod)	SE2321000164-101F - GL	ÖLL - GetListing - RIVTA20	https://mvkhalsoval.orebroll.sjunet.org/serviceimplGetListing.svc
urn:riv:crm:carelisting:GetListingTypes:1:rivtabp20	SE2321000016-532S	MVK	18	Örebro (länskod)	SE2321000164-101F - GLT	ÖLL - GetListingTypes - RIVTA20	https://mvkhalsoval.orebroll.sjunet.org/serviceimplGetListingTypes.svc
urn:riv:crm:carelisting:GetListingTypes:1:rivtabp20	HSASERVICES-100M	TP Administration, SITHS V3	18	Örebro (länskod)	SE2321000164-101F - GLT	ÖLL - GetListingTypes - RIVTA20	https://mvkhalsoval.orebroll.sjunet.org/serviceimplGetListingTypes.svc
